"wknr_2021","wkname_2021","land","landid","wbmighintergrund_anteil","wbmighintergrund_absolut","mighintergrund_anteil","mighintergrund_absolut","wahlberechtigte","waehler","gueltige_1","gueltige_2","cdu_1","spd_1","linke_1","gruene_1","csu_1","fdp_1","afd_1","bevdichte","absolventen_hochschulreife","max1","max2","difference","vp","z","wk_gewinner_party","wk_gewinner_share","wk_gewinner_mh","wk_zweiter","wk_zweiter_party","wk_zweiter_share","wk_zweiter_mh","Quelle","Abgerufen.am","indicator_vp","mh_total"
148,"Siegen-Wittgenstein","Nordrhein-Westfalen",9,0.1225820556283,26295.5758209229,0.245883077383041,68300.3483390808,212912,162306,160701,160959,64484,48560,9554,6885,0,11742,15728,244.5,36.7,64484,48560,15924,10371.5758209229,"Klein Volkmar","CDU","33,60",0,"Lici-Bode Luiza","SPD","30,40",1,"","",1,1
149,"Olpe – Märkischer Kreis I","Nordrhein-Westfalen",9,0.181713536381721,38152.5690040588,0.308346211910248,84961.0438613892,206716,152542,150760,151289,72158,39699,7197,5170,0,13230,13306,237.7,35.7,72158,39699,32459,5693.56900405884,"Müller Florian Matthias ","CDU","37,10",0,"Baradari Nezahat","SPD","29,60",1,"","",1,1
150,"Märkischer Kreis II","Nordrhein-Westfalen",9,0.165606006979942,34627.6755905151,0.297059625387192,81056.1828517914,200546,145474,142093,144222,53714,54890,11113,5356,0,15221,0,438.2,35.2,54890,53714,1176,33451.6755905151,"Ziemiak Paul","CDU","33,60",1,"Lugk Betti","SPD","30,40",0,"","",1,1
151,"Nordsachsen","Sachsen",10,0.0258339196443558,4285.79885482788,0.0593293085694313,11605.0933113098,163916,118170,116438,116563,38207,16248,20028,3070,0,7641,31244,97.5,30.3,38207,31244,6963,-2677.20114517212,"Bochmann René","AfD","27,80",0,"Dr Schenderlein Christiane ","CDU","22,80",0,"","",0,0
152,"Leipzig I","Sachsen",10,0.0359281078985327,8116.42094410798,0.140280117208143,39736.4022248267,220654,161407,159781,159930,43919,26330,31132,8735,0,9074,32702,1726.1,38.9,43919,32702,11217,-3100.57905589202,"Lehmann Jens","CDU","20,50",0,"Mann Holger","SPD","20,20",0,"","",0,0
153,"Leipzig II","Sachsen",10,0.0320535080271223,7411.58715067961,0.125151869273932,36285.6744582177,227718,175198,173636,173784,42778,23787,43948,17273,0,10052,25968,2344.1,38.9,43948,42778,1170,6241.58715067961,"Pellmann Sören","LINKE","22,80",0,"Dr Piechotta Paula Louise","Grüne","18,40",0,"","",1,0
154,"Leipzig-Land","Sachsen",10,0.0172080341726542,3765.1635017395,0.0411169975996018,10420.4889221191,215616,161321,159004,159391,54152,18221,24801,6219,0,10048,45563,156.3,32.7,54152,45563,8589,-4823.8364982605,"ujok Edgar","AfD","24,60",0,"von Breitenbuch Georg-Ludwig","CDU","24,40",0,"https://www.georg-ludwigvonbreitenbuch.de/ueber-mich-1/vita","1.2.2023 13:56:00",0,0
155,"Meißen","Sachsen",10,0.0179353039711714,3730.28804016113,0.0424369238317013,10259.0414390564,201310,152988,150932,150913,55326,13486,19122,5051,0,7991,46765,166.2,30.6,55326,46765,8561,-4830.71195983887,"Lenk Barbara","AfD","31,00",0,"Fischer Sebastian","CDU","22,30",0,"https://www.landtag.sachsen.de/de/abgeordnete/abgeordnetensuche/abgeordneter?id=851&searchvalue=&searchwithdistrict=False&searchinactiverepresentatives=False","1.2.2023 13:59:00",0,0
156,"Bautzen I","Sachsen",10,0.0204486809670925,4517.61913299561,0.0532792843878269,14114.0877494812,213990,161319,158876,158842,48579,15836,24221,3247,0,9247,52770,113.5,31.7,52770,48579,4191,326.619132995605,"Hilse Karsten","AfD","33,40",0,"Ermer Roland Albert","CDU","26,00",0,"https://www.wochenkurier.info/bautzen/artikel/cdu-nominiert-roland-ermer-fuer-den-bundestag","1.2.2023 14:01:00",0.8857,0
157,"Görlitz","Sachsen",10,0.0224916432052851,4887.14931488037,0.0619588270783424,15550.9055099487,213021,156089,153643,153720,48256,16801,20853,4995,0,7661,49834,119.7,28.4,49834,48256,1578,3309.14931488037,"Chrupalla Tino","AfD","35,80",0,"Oest Florian","CDU","26,10",0,"https://www.florianoest.de/ueber-mich-1","1.2.2023 14:02:00",1,0
158,"Sächsische Schweiz-Osterzgebirge","Sachsen",10,0.0232062414288521,4845.68132781982,0.0475820265710354,11503.9542160034,202580,156342,153899,154375,44354,11100,22614,4575,0,9933,57554,148.5,29.3,57554,44354,13200,-8354.31867218018,"Janich Steffen","AfD","33,00",0,"Dr Franke-Wöller Corin ","CDU","19,20",NA,"","",0,NA
159,"Dresden I","Sachsen",10,0.0495514224725637,10665.4157773433,0.16202449440573,44064.2652987242,232636,182849,180647,181118,44388,23906,37936,11765,0,13590,40380,3707.1,43,44388,40380,4008,6657.41577734326,"Dr Reichel Markus","CDU","21,10",0,"Kipping Katja","LINKE","18,90",0,"","",1,0
160,"Dresden II – Bautzen II","Sachsen",10,0.013545968006055,6241.07497583057,0.0423600046663872,24552.5696431398,235464,186818,184693,185164,47185,20593,32397,15839,0,12843,41202,723,41,47185,41202,5983,258.074975830571,"Rohwer Lars","CDU","18,60",0,"Harlaß Andreas","AfD","18,60",0,"https://andreas-harlass.de/","1.2.2023 14:06:00",0.8613,0
161,"Mittelsachsen","Sachsen",10,0.0194267556071281,4155.22789382935,0.0524975471198559,12991.4185600281,201629,150648,148674,148889,48230,17782,20785,4626,0,8652,46827,143.4,28.8,48230,46827,1403,2752.22789382935,"Bachmann Carolin","AfD","33,40",0,"Bellmann Veronika Maria","CDU","23,80",0,"","",1,0
162,"Chemnitz","Sachsen",10,0.0433591865003109,8629.03656768799,0.126933291554451,31583.2521514893,195929,147218,145553,145871,38653,22413,28213,6157,0,9535,34958,1114.4,34.9,38653,34958,3695,4934.03656768799,"Müller Detlef","SPD","25,10",0,"Klonovsky Michael ","AfD","21,90",NA,"","",1,NA
163,"Chemnitzer Umland – Erzgebirgskreis II","Sachsen",10,0.021826421841979,3952.09606170654,0.0385403893887997,8133.70306396484,183483,138891,136670,137183,48012,14142,23174,4609,0,10345,36388,237.2,29.9,48012,36388,11624,-7671.90393829346,"Moncsek Mike","AfD","28,90",0,"Wanderwitz Marco","CDU","23,70",0,"","",0,0
164,"Erzgebirgskreis I","Sachsen",10,0.00829439889639616,1866.69226074219,0.0255446042865515,6594.81079483032,220917,166701,163552,163971,56716,14707,24808,4334,0,11820,49465,164.4,28.3,56716,49465,7251,-5384.30773925781,"Dietz Thomas","AfD","31,70",0,"Krauß Alexander","CDU","25,40",0,"","",0,0
165,"Zwickau","Sachsen",10,0.0252869743853807,5372.9686164856,0.0632469952106476,15586.8478355408,207606,150950,143380,148829,48347,18219,36881,6513,0,19181,0,321.8,32.6,48347,36881,11466,-6093.0313835144,"Moosdorf Matthias","AfD","25,60",0,"Körber Carsten","CDU","21,20",0,"","",0,0
166,"Vogtlandkreis","Sachsen",10,0.0227242354303598,4485.93762969971,0.0739326402544975,16987.9796333313,193081,142775,140355,140861,49104,15538,21809,5292,0,7836,36428,160,30,49104,36428,12676,-8190.06237030029,"Magwas Yvonne","CDU","27,70",0,"Weiser Mathias","AfD","26,80",0,"https://www.blick.de/vogtland/mathias-weiser-afd-den-mittelstand-durch-entlastungen-staerken-artikel11722908","1.2.2023 14:13:00",0,0
167,"Waldeck","Hessen",11,0.138380646705627,27041.9724063873,0.224798440933228,53775.7933673859,186825,142852,140638,140733,47269,49341,8600,8062,0,9930,15438,108.1,22.9,49341,47269,2072,24969.9724063873,"Dilcher Esther","SPD","38,00",0,"Schwarz Armin","CDU","26,30",0,"","",1,0
168,"Kassel","Hessen",11,0.18248724937439,42108.0503997803,0.3227918446064,97986.5015068054,222451,167855,165278,165403,44425,58759,14472,15466,0,9759,16501,852.4,32.9,58759,44425,14334,27774.0503997803,"Gremmels Timon","SPD","36,10",0,"Aufenger Michael","CDU","20,40",0,"https://www.michael-aufenanger.de/mein-werdegang","1.2.2023 14:14:00",1,0
169,"Werra-Meißner – Hersfeld-Rotenburg","Hessen",11,0.0919321998953819,17132.7546081543,0.165650144219398,36970.2295341492,175992,133726,131232,131067,39302,54033,7281,5236,0,6594,16411,104.3,23,54033,39302,14731,2401.7546081543,"Roth Michael","SPD","43,70",0,"Gebhard Wilhelm","CDU","26,80",0,"https://www.osthessen-zeitung.de/einzelansicht/news/2021/september/bundestagswahl-wahlkreis-hersfeld-kandidat-wilhelm-gebhard.html","1.2.2023 14:16:00",1,0
170,"Schwalm-Eder","Hessen",11,0.142010062932968,27082.6457366943,0.207657158374786,47373.9579944611,188074,145743,143087,143052,43514,53892,7852,8003,0,9298,17198,104.3,30.2,53892,43514,10378,16704.6457366943,"Dr Franke Edgar","SPD","39,30",0,"Bischof Anna-Maria","CDU","24,00",0,"https://www.bischof-cdu.de/Ueber-mich_p_28.html","1.2.2023 14:17:00",1,0
171,"Marburg","Hessen",11,0.129906982183456,24825.1457443237,0.242366507649422,59208.6235160828,183296,142365,140566,140786,46888,50214,11557,8989,0,6044,14378,195.7,34.1,50214,46888,3326,21499.1457443237,"Bartol Sören","SPD","36,90",0,"Dr Heck Stefan","CDU","26,10",0,"","",1,0
172,"Lahn-Dill","Hessen",11,0.155649125576019,32939.7077388763,0.274715632200241,75230.1617431641,208744,155002,152554,152801,58417,45375,7116,8909,0,9590,17874,239.3,21.1,58417,45375,13042,19897.7077388763,"Schmidt Dagmar","SPD","33,10",0,"Irmer Hans-Jürgen","CDU","30,10",0,"","",1,0
173,"Gießen","Hessen",11,0.152921453118324,35735.4323596954,0.251573354005814,72366.7683906555,217806,166621,164158,164313,57610,46216,10346,13619,0,12641,18918,218.6,32.9,57610,46216,11394,24341.4323596954,"Döring Felix","SPD","30,40",0,"Dr Braun Helge","CDU","29,60",0,"","",1,0
174,"Fulda","Hessen",11,0.130141139030457,26838.7262649536,0.225106567144394,58998.8305625916,209966,161981,159299,158682,71946,32150,7669,8874,0,8437,27990,128.2,22.6,71946,32150,39796,-12957.2737350464,"Brand Michael Karl","CDU","38,10",0,"Kömpel Birgit","SPD","21,80",0,"","",0,0
175,"Main-Kinzig – Wetterau II – Schotten","Hessen",11,0.132088229060173,24949.8880462646,0.232588529586792,54610.6619529724,179307,138193,135869,136026,49479,38462,8007,7346,0,8326,20172,151.9,28.6,49479,38462,11017,13932.8880462646,"Müller Betti","SPD","30,50",0,"Wiegelmann Johannes","CDU","27,50",0,"https://www.johanneswiegelmann.de/","1.2.2023 14:18:00",1,0
176,"Hochtaunus","Hessen",11,0.157372191548347,29428.3695106506,0.306657671928406,78430.3701763153,181516,146315,144260,144609,57579,33201,8556,12884,0,14954,15075,310.6,39.7,57579,33201,24378,5050.36951065063,"Koob Markus","CDU","31,30",0,"Bokler Alicia Maria","SPD","27,00",0,"https://alicia-bokler.spd.de/ueber-mich/","1.2.2023 14:19:00",1,0
177,"Wetterau I","Hessen",11,0.123967260122299,22907.940366745,0.247491285204887,58770.3052577972,176435,138853,136921,137220,49891,39773,6719,11368,0,11047,14987,325.9,40.7,49891,39773,10118,12789.940366745,"Pawlik talie","SPD","29,70",1,"Häuser Armin","CDU","28,30",0,"https://de.wikipedia.org/wiki/Armin_H%C3%A4user","1.2.2023 14:20:00",1,1
178,"Rheingau-Taunus – Limburg","Hessen",11,0.103925220668316,24049.3680992126,0.214052751660347,62481.6889953613,220342,173627,171338,171625,71555,43427,9394,12020,0,13053,17439,254.5,31.8,71555,43427,28128,-4078.63190078735,"Willsch Klaus-Peter","CDU","30,20",0,"Rabanus Martin Hermann","SPD","28,50",0,"","",0,0
179,"Wiesbaden","Hessen",11,0.225145921111107,43108.9734725952,0.412566393613815,115402.78159523,189372,139775,137965,138229,47309,39396,10558,12321,0,9693,14417,1365.9,37.4,47309,39396,7913,35195.9734725952,"Jung Ingmar Ludwig","CDU","26,30",0,"Ruf Nadine","SPD","25,80",0,"https://www.nadine-ruf.de/familien-zeit/","1.2.2023 14:21:00",1,0
180,"Hanau","Hessen",11,0.177318200469017,32194.6423740387,0.358599931001663,93044.9661521912,177469,134190,132059,132323,46656,40185,7715,8054,0,8418,16907,756.8,23.1,46656,40185,6471,25723.6423740387,"Oehl Jan Lenrd","SPD","31,10",0,"Dr Leikert Katja ","CDU","27,80",0,"","",1,0
181,"Main-Taunus","Hessen",11,0.173602238297462,34609.6956062317,0.357654303312302,102797.129789352,197291,160647,158525,158859,66490,34527,7887,14458,0,17224,15319,1050.4,38.4,66490,34527,31963,2646.69560623169,"Altenkamp Norbert Maria","CDU","33,30",0,"Dr Seewald Ilja-Kristin","SPD","22,80",NA,"","",1,NA
182,"Frankfurt am Main I","Hessen",11,0.265439536067349,58684.7543570086,0.566416169922792,212101.311403667,199775,144841,143049,143227,43663,38704,13934,15596,0,13185,12892,4467,38.3,43663,38704,4959,53725.7543570086,"Zornd Armand","SPD","29,00",0,"Kaufmann Axel","CDU","21,70",0,"https://www.abgeordnetenwatch.de/profile/axel-kaufmann","1.2.2023 14:24:00",1,0
183,"Frankfurt am Main II","Hessen",11,0.209938542162358,46792.8491223768,0.447983698029845,169121.00547942,223942,172393,170569,170773,55221,44240,15523,23026,0,13877,13033,2348.1,38.3,55221,44240,10981,35811.8491223768,"Nouripour Omid","Grüne","29,00",1,"Mansoori Kaweh","SPD","23,30",1,"","",1,2
184,"Groß-Gerau","Hessen",11,0.211890235543251,36354.6414222717,0.451595962047577,122723.582632065,174727,133318,130857,131180,45963,42342,8729,8877,0,7358,14805,608.6,26.8,45963,42342,3621,32733.6414222717,"Wegling Melanie","SPD","33,50",0,"Sauer Stefan","CDU","27,70",0,"","",1,0
185,"Offenbach","Hessen",11,0.238508850336075,56149.61444664,0.46614608168602,172379.546398163,220194,163580,160983,161294,58565,40106,12435,14246,0,12420,18047,1520.8,34.2,58565,40106,18459,37690.61444664,"Simon Björn Manuel","CDU","27,80",0,"Firat Tuna","SPD","26,40",1,"https://www.fr.de/rhein-main/offenbach/nach-berlin-11624848.html","1.2.2023 14:25:00",1,1
186,"Darmstadt","Hessen",11,0.182105705142021,45794.150932312,0.358442187309265,125428.51127243,242622,192508,189775,190375,58216,56442,16146,26939,0,11739,17227,778.7,42.3,58216,56442,1774,44020.150932312,"Larem Andreas","SPD","27,40",0,"Wagner Daniela","Grüne","23,80",0,"","",1,0
187,"Odenwald","Hessen",11,0.12756410241127,31775.055059433,0.23730206489563,74913.6084499359,234422,184974,181831,182229,65654,52761,11138,14181,0,13139,21347,290.1,32,65654,52761,12893,18882.055059433,"Dr Zimmermann Jens","SPD","32,30",0,"Lips Patricia","CDU","27,90",0,"","",1,0
188,"Bergstraße","Hessen",11,0.126790940761566,26308.1565303802,0.245668306946754,65914.2580223083,198418,156082,153739,154094,59781,41408,8511,11747,0,11711,19153,375.7,36.1,59781,41408,18373,7935.15653038025,"Dr Meister Michael","CDU","30,50",0,"Wingerter Sven","SPD","27,20",0,"https://www.spd-hessen.de/personen/sven-wingerter/","1.2.2023 14:26:00",1,0
189,"Eichsfeld – Nordhausen – Kyffhäuserkreis","Thüringen",12,0.0201796218752861,4432.26565933228,0.0586970411241054,14993.9166679382,216673,158339,156075,155929,59318,22320,23848,3992,0,7633,33402,95.6,32.1,59318,33402,25916,-21483.7343406677,"Grund Manfred","CDU","26,60",0,"Pohl Jürgen Hans","AfD","22,70",0,"","",0,0
190,"Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis","Thüringen",12,0.0215238183736801,4810.79070281982,0.051096960902214,13320.3077354431,219822,161171,158873,158927,54657,24176,24607,4990,0,7983,33644,112.1,29.1,54657,33644,21013,-16202.2092971802,"Stöber Klaus","AfD","24,80",0,"Rudolph Ti","SPD","23,80",0,"","",0,0
191,"Jena – Sömmerda – Weimarer Land I","Thüringen",12,0.0153462672606111,3087.02864837646,0.0928617492318153,23125.0641708374,203210,155210,152895,153356,44684,21668,32680,7544,0,8939,29451,156.6,38.5,44684,32680,12004,-8916.97135162354,"Dr Becker Holger","SPD","20,10",0,"Braga Torben ","AfD","19,40",1,"https://www.thueringer-landtag.de/abgeordnete/abgeordnete-fraktionen-sitzordnung/abgeordnetendetails/abgeordneter/torben-braga/","1.2.2023 14:27:00",0,1
192,"Gotha – Ilm-Kreis","Thüringen",12,0.0209037382155657,4301.12172698975,0.0685506239533424,16474.04845047,196466,146721,144260,144541,41744,26892,22462,4769,0,8721,34524,138.5,33.1,41744,34524,7220,-2918.87827301025,"Bühl Marcus","AfD","26,50",0,"Müller Michael Christian","SPD","23,50",0,"","",0,0
193,"Erfurt – Weimar – Weimarer Land II","Thüringen",12,0.0311284530907869,7184.28789901733,0.115171521902084,32869.5781822205,221922,168235,165925,166158,45305,30257,30948,11722,0,9975,28960,645.5,40.8,45305,30948,14357,-7172.71210098267,"Schneider Carsten","SPD","24,40",0,"Tillmann Antje","CDU","17,40",0,"","",0,0
194,"Gera – Greiz – Altenburger Land","Thüringen",12,0.0149941677227616,3656.29648590088,0.051724661141634,14535.5652008057,240738,176933,174113,174392,52980,20627,32573,3652,0,9712,47558,178.6,30.3,52980,47558,5422,-1765.70351409912,"Brander Stephan Günther","AfD","29,00",0,"Kaiser Elisabeth","SPD","22,20",0,"","",0,0
195,"Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis","Thüringen",12,0.0126025089994073,2890.28690338135,0.0347132869064808,9372.4935874939,227191,170493,167982,168385,51954,19585,28714,5690,0,10248,44422,89.6,31.8,51954,44422,7532,-4641.71309661865,"Prof Dr Kaufmann Michael","AfD","29,30",0,"Weiler Albert Helmut","CDU","21,00",0,"","",0,0
196,"Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg","Thüringen",12,0.024964040145278,6091.78572845459,0.0713869258761406,20409.8431472778,240992,174950,172544,172760,57871,23277,31362,4560,0,8368,39505,101.2,27,57871,39505,18366,-12274.2142715454,"Ulrich Frank","SPD","33,60",0,"Maaßen Hans-Georg","CDU","22,30",0,"https://de.wikipedia.org/wiki/Hans-Georg_Maa%C3%9Fen","1.2.2023 14:28:00",0,0
197,"Neuwied","Rheinland-Pfalz",13,0.172052398324013,41414.6045455933,0.269510567188263,82326.2777900696,239284,181607,178205,179060,76933,50996,9521,9449,0,10898,16954,245.5,30,76933,50996,25937,15477.6045455933,"Rüddel Erwin Josef","CDU","31,90",0,"Diedenhofen Martin ","SPD","30,20",0,"","",1,0
198,"Ahrweiler","Rheinland-Pfalz",13,0.104313440620899,20797.4363365173,0.188076660037041,45760.2707633972,195618,151587,149595,149989,64006,40944,6790,8616,0,12981,13105,187.1,38.9,64006,40944,23062,-2264.56366348267,"Heil Mechthild","CDU","34,30",0,"Schmitt Christoph","SPD","30,20",NA,"","",0,NA
199,"Koblenz","Rheinland-Pfalz",13,0.156288713216782,31023.7704772949,0.274140417575836,69486.4987487793,196999,151153,149009,149629,61594,42777,7693,9273,0,9732,12153,408.6,42.7,61594,42777,18817,12206.7704772949,"Oster Josef","CDU","31,70",0,"Dr Rudolph Thorsten","SPD","29,90",0,"","",1,0
200,"Mosel/Rhein-Hunsrück","Rheinland-Pfalz",13,0.126644685864449,23470.1686325073,0.188480317592621,41253.9894065857,172876,135519,132828,133704,58596,33477,7040,6465,0,11544,10834,95.7,28.8,58596,33477,25119,-1648.83136749268,"Dr Bröhr Marlon","CDU","34,30",0,"Maurer Michael Franz Josef","SPD","26,90",NA,"","",0,NA
201,"Kreuznach","Rheinland-Pfalz",13,0.0860551744699478,16812.1260566711,0.170417532324791,40549.7148513794,185172,139908,137794,138211,50975,43373,7610,6750,0,9342,14914,145.8,35.2,50975,43373,7602,9210.12605667114,"Dr Weingarten Joe","SPD","33,00",0,"Klöckner Julia","CDU","29,10",0,"","",1,0
202,"Bitburg","Rheinland-Pfalz",13,0.0987355783581734,16864.5794296265,0.201306730508804,42758.134147644,164480,126879,124382,125048,63719,32017,6786,0,0,8703,8840,70.2,32,63719,32017,31702,-14837.4205703735,"Schnieder Patrick","CDU","37,80",0,"Werner Le","SPD","27,40",0,"","",0,0
203,"Trier","Rheinland-Pfalz",13,0.0755095705389977,15386.9250640869,0.201916605234146,52288.996471405,192846,151551,149338,149881,56611,50283,9842,9645,0,7910,10414,214,40.1,56611,50283,6328,9058.92506408691,"Hubertz Vere Ute","SPD","33,00",0,"Steier Andreas","CDU","27,70",0,"","",1,0
204,"Montabaur","Rheinland-Pfalz",13,0.157645925879478,34506.202583313,0.267261266708374,74881.6408004761,210114,163520,158697,161759,68727,47312,11098,8225,0,14543,0,180.9,28.7,68727,47312,21415,13091.202583313,"Dr Machalet Tanja","SPD","31,50",0,"Dr Nick Andreas","CDU","30,00",0,"","",1,0
205,"Mainz","Rheinland-Pfalz",13,0.132986530661583,34601.1522674561,0.30252206325531,107812.941093445,248996,202534,200319,200879,71535,56184,12904,21685,0,13813,14542,756.6,49.2,71535,56184,15351,19250.1522674561,"Baldy Daniel","SPD","24,90",1,"Groden-Kranich Ursula Maria Luise","CDU","23,60",0,"","",1,1
206,"Worms","Rheinland-Pfalz",13,0.132424354553223,28640.8593063354,0.253443092107773,71177.8571815491,213627,169793,167176,167665,68685,44569,8539,11280,0,10058,18902,310.6,37.9,68685,44569,24116,4524.85930633545,"Metzler Jan","CDU","32,20",0,"Dr Maier David","SPD","30,30",0,"https://www.davidmaier2021.de/ueber-mich/","1.2.2023 14:32:00",1,0
207,"Ludwigshafen/Frankenthal","Rheinland-Pfalz",13,0.211084231734276,46147.6374320984,0.401551723480225,125999.982971191,215595,161867,159181,159457,51168,50740,8979,8700,0,11910,23109,1030.3,32.6,51168,50740,428,45719.6374320984,"Schreider Christian Willi Heribert","SPD","32,80",0,"Kartes Jens Torbjörn","CDU","25,00",0,"","",1,0
208,"Neustadt – Speyer","Rheinland-Pfalz",13,0.116254583001137,26614.9478797913,0.222540721297264,64566.8540840149,220550,176425,173721,174337,69504,44032,8207,13156,0,11734,20593,332.4,45.6,69504,44032,25472,1142.94787979126,"Steiniger Johannes Eberhard","CDU","30,20",0,"Mackensen-Geis Isabel Larissa","SPD","28,10",0,"","",0.9993,0
209,"Kaiserslautern","Rheinland-Pfalz",13,0.126009255647659,29828.1948547363,0.226108908653259,66939.1238975525,229114,172316,169379,169764,53022,57482,12277,8618,0,9256,21378,175.8,37.3,57482,53022,4460,25368.1948547363,"Mieves Matthias David","SPD","33,90",0,"Jung Xaver","CDU","21,50",0,"","",1,0
210,"Pirmasens","Rheinland-Pfalz",13,0.122554063796997,22218.1810073853,0.188185140490532,40866.8529014587,177687,135065,132235,132716,48719,38028,8019,5544,0,8846,16989,160.4,34.9,48719,38028,10691,11527.1810073853,"Glöckner Angelika","SPD","30,40",0,"Bilic Florian","CDU","30,10",NA,"","",1,NA
211,"Südpfalz","Rheinland-Pfalz",13,0.129708126187325,28663.3278884888,0.247871875762939,70801.0657119751,217633,172369,170011,170407,68588,44224,8018,13500,0,10209,20932,241.5,40.6,68588,44224,24364,4299.32788848877,"Hitschler Thomas","SPD","28,20",0,"Dr Gebhart Thomas","CDU","28,20",0,"","",1,0
212,"Altötting","Bayern",14,0.13180536031723,23198.606716156,0.201443746685982,43667.789390564,168221,126786,125538,125910,0,15479,6060,7584,68435,7070,16486,165.4,22.2,68435,16486,51949,-28750.393283844,"Mayer Stephan","CSU","43,30",0,"Heidrich Annette Mathilde","SPD","11,40",0,"https://www.abgeordnetenwatch.de/profile/annette-heidrich","1.2.2023 14:35:00",0,0
213,"Erding – Ebersberg","Bayern",14,0.0770274102687836,16322.1345596313,0.212543144822121,60060.302444458,198198,163357,162248,162602,0,24131,6418,16607,78212,11889,16689,198.5,31.4,78212,24131,54081,-37758.8654403687,"Dr Lenz Andreas ","CSU","42,30",0,"Lochmüller Christoph Johannes","Grüne","14,90",0,"https://christoph-lochmueller.de/ueber-mich","1.2.2023 14:35:00",0,0
214,"Freising","Bayern",14,0.0892544612288475,21564.5943260193,0.221510216593742,70906.0365028381,235746,186647,185177,185632,0,24916,9265,17439,79545,13400,23222,187.4,22,79545,24916,54629,-33064.4056739807,"Irlstorfer Erich","CSU","36,20",0,"Mehltretter Andreas ","SPD","13,50",0,"","",0,0
215,"Fürstenfeldbruck","Bayern",14,0.104385860264301,25484.5144691467,0.262126266956329,86768.1754684448,232125,190769,189300,189847,0,35454,7699,17244,82602,13661,19352,336.4,32.7,82602,35454,47148,-21663.4855308533,"Staffler Katrin","CSU","38,00",0,"Schrodi Michael Georg","SPD","19,30",0,"","",0,0
216,"Ingolstadt","Bayern",14,0.196457371115685,50051.9090652466,0.332453846931458,114542.958400726,238605,184059,182472,182845,0,24799,8817,11515,90383,9310,23720,183.2,27.5,90383,24799,65584,-15532.0909347534,"Dr Brandl Reinhard","CSU","44,90",0,"Meier Jessica","SPD","13,90",NA,"","",0,NA
217,"München-Nord","Bayern",14,0.16519221463712,39434.8779156791,0.438780315462499,163828.520133878,226436,174196,173121,173528,0,45068,10351,22726,55811,16669,13216,4247,35.7,55811,45068,10743,28691.8779156791,"Loos Bernhard Siegfried","CSU","25,70",0,"Wagner Doris Else","Grüne","24,20",0,"","",1,0
218,"München-Ost","Bayern",14,0.149075901013986,37363.1329817389,0.395972479807621,155221.649146525,239169,186913,185687,186168,0,39621,11655,28278,68255,16451,13822,4909,35.7,68255,39621,28634,8729.13298173886,"Dr Stefinger Wolfgang Dieter","CSU","31,70",0,"Rashid Vaniessa","Grüne","21,90",1,"","",1,1
219,"München-Süd","Bayern",14,0.148500318384588,32350.1810432009,0.394443628534233,134395.808139765,216725,170483,169397,169824,0,39873,12611,23343,55894,15332,12921,6478,35.7,55894,39873,16021,16329.1810432009,"Schäfer Jamila An","Grüne","27,50",0,"Kuffer Michael Thomas","CSU","26,80",0,"","",1,0
220,"München-West/Mitte","Bayern",14,0.142168909461214,34585.0929371582,0.377626264526959,143680.541035338,241282,193399,192077,192621,0,44283,13569,31385,64014,17369,12852,4189.1,35.7,64014,44283,19731,14854.0929371582,"Pilsinger Stephan Nikolaus","CSU","27,00",0,"Janecek Dieter Gerald","Grüne","26,90",1,"","",1,1
221,"München-Land","Bayern",14,0.121912695467472,29184.1539459229,0.330140650272369,118744.190002441,235172,197265,196136,196365,0,31943,7708,26890,85347,18312,16458,527.6,50.2,85347,31943,53404,-24219.8460540771,"Hahn Florian Peter","CSU","39,10",0,"Dr Hofreiter Anton Gerhard","Grüne","20,40",0,"","",0,0
222,"Rosenheim","Bayern",14,0.0939834713935852,23313.9722328186,0.223193898797035,72906.675289154,235170,186492,184948,185457,0,21890,7036,17307,84981,13750,23988,220,27.7,84981,23988,60993,-37679.0277671814,"Ludwig Daniela","CSU","36,10",0,"Broßart Victoria","Grüne","13,80",0,"https://victoria-brossart.de/ueber-mich/","1.2.2023 14:38:00",0,0
